report_id,type,serial,time,lat,long
15297,incident,225,2025-10-07 18:45:00,43.472633333333334,-9.3813
15309,incident,226,2025-10-05 12:20:00,43.10991666666666,-9.30505
15340,incident,227,2025-10-27 12:45:00,42.80393333333333,-9.260216666666667
15434,incident,229,2025-11-20 08:35:00,39.88333333333333,-9.166666666666666
15554,incident,230,2025-12-04 16:00:00,35.833333333333336,-5.916666666666667
15829,incident,231,2025-12-03 23:00:00,36.5,-3.5
15969,incident,232,2025-12-23 02:16:00,41.8541,-9.379533333333333
16034,incident,233,2026-01-10 19:00:00,36.58833333333333,-7.541666666666667
16451,incident,234,2026-04-07 08:50:00,35.85,-6.033333333333333
8593,uneventful,1,,,
8611,uneventful,2,,,
8612,uneventful,3,,,
8623,uneventful,4,,,
8633,uneventful,5,,,
8634,uneventful,6,,,
8684,uneventful,7,,,
8703,uneventful,8,,,
8704,uneventful,9,,,
8714,uneventful,10,,,
8733,uneventful,11,,,
8737,uneventful,12,,,
8739,uneventful,13,,,
8747,uneventful,14,,,
8755,uneventful,15,,,
8781,uneventful,16,,,
8825,uneventful,18,,,
8829,uneventful,19,,,
8834,uneventful,20,,,
8868,uneventful,21,,,
8874,uneventful,22,,,
8888,uneventful,23,,,
8898,uneventful,24,,,
8909,uneventful,25,,,
8912,uneventful,26,,,
8915,uneventful,27,,,
8933,uneventful,28,,,
8934,uneventful,29,,,
8948,uneventful,32,,,
8969,uneventful,33,,,
9003,uneventful,34,,,
9006,uneventful,35,,,
9014,uneventful,36,,,
9018,uneventful,37,,,
9022,uneventful,38,,,
9023,uneventful,39,,,
9037,uneventful,41,,,
9038,uneventful,42,,,
9042,uneventful,43,,,
9044,uneventful,44,,,
9045,uneventful,45,,,
9046,uneventful,46,,,
9047,uneventful,47,,,
9048,uneventful,48,,,
9049,uneventful,49,,,
9054,uneventful,50,,,
9057,uneventful,51,,,
9060,uneventful,52,,,
9062,uneventful,53,,,
9063,uneventful,54,,,
9065,uneventful,55,,,
9066,uneventful,56,,,
9067,uneventful,57,,,
9068,uneventful,58,,,
9069,uneventful,59,,,
9070,uneventful,60,,,
9071,uneventful,61,,,
9073,uneventful,62,,,
9074,uneventful,63,,,
9075,uneventful,64,,,
9077,uneventful,65,,,
9084,uneventful,66,,,
9085,uneventful,67,,,
9086,uneventful,68,,,
9089,uneventful,69,,,
9091,uneventful,70,,,
9092,uneventful,71,,,
9093,uneventful,72,,,
9095,uneventful,73,,,
9096,uneventful,74,,,
9097,uneventful,75,,,
9100,uneventful,76,,,
9101,uneventful,77,,,
9104,uneventful,79,,,
9105,uneventful,80,,,
9106,uneventful,81,,,
9109,uneventful,82,,,
9110,uneventful,83,,,
9120,uneventful,84,,,
9123,uneventful,85,,,
9126,uneventful,86,,,
9130,uneventful,87,,,
9131,uneventful,88,,,
9136,uneventful,89,,,
9143,uneventful,90,,,
9144,uneventful,91,,,
9145,uneventful,92,,,
9146,uneventful,93,,,
9147,uneventful,94,,,
9148,uneventful,95,,,
9149,uneventful,96,,,
9156,uneventful,97,,,
9164,uneventful,98,,,
9165,uneventful,99,,,
9172,uneventful,100,,,
9173,uneventful,101,,,
9177,uneventful,102,,,
9180,uneventful,103,,,
9182,uneventful,104,,,
9183,uneventful,105,,,
9188,uneventful,106,,,
9190,uneventful,107,,,
9192,uneventful,108,,,
9193,uneventful,109,,,
9211,uneventful,110,,,
9212,uneventful,111,,,
9214,uneventful,112,,,
9215,uneventful,113,,,
9233,uneventful,114,,,
9249,uneventful,115,,,
9295,uneventful,116,,,
9297,uneventful,117,,,
9300,uneventful,118,,,
9338,uneventful,119,,,
9366,uneventful,120,,,
9367,uneventful,121,,,
9371,uneventful,122,,,
9374,uneventful,123,,,
9380,uneventful,124,,,
9383,uneventful,125,,,
9386,uneventful,126,,,
9387,uneventful,127,,,
9395,uneventful,128,,,
9397,uneventful,129,,,
9411,uneventful,130,,,
9412,uneventful,131,,,
9415,uneventful,132,,,
9416,uneventful,133,,,
9418,uneventful,134,,,
9421,uneventful,135,,,
9422,uneventful,136,,,
9431,uneventful,137,,,
9432,uneventful,138,,,
9433,uneventful,139,,,
9447,uneventful,140,,,
9461,uneventful,141,,,
9462,uneventful,142,,,
9465,uneventful,143,,,
9466,uneventful,144,,,
9468,uneventful,146,,,
9472,uneventful,147,,,
9475,uneventful,148,,,
9476,uneventful,149,,,
9477,uneventful,150,,,
9478,uneventful,151,,,
9479,uneventful,152,,,
9480,uneventful,153,,,
9483,uneventful,154,,,
9484,uneventful,155,,,
9487,uneventful,156,,,
9489,uneventful,157,,,
9490,uneventful,158,,,
9495,uneventful,159,,,
9500,uneventful,160,,,
9501,uneventful,161,,,
